x,y,wl,wr,slope,friction_coefficient
-41.27164888,145.28721670,4.66022170,4.67760379,-1.00000000,-1.00000000
-41.67375799,144.37166410,4.66083290,4.66603180,-1.00000000,-1.00000000
-42.07576320,143.45602240,4.66238029,4.68047278,-1.00000000,-1.00000000
-42.43052405,142.52106520,4.70979655,4.74489417,-1.00000000,-1.00000000
-42.75185393,141.57408180,4.76347281,4.77626720,-1.00000000,-1.00000000
-43.04322705,140.61815250,4.81327690,4.82039854,-1.00000000,-1.00000000
-43.25669051,139.64072040,4.83440051,4.83540221,-1.00000000,-1.00000000
-43.43481911,138.65686550,4.84083318,4.83609422,-1.00000000,-1.00000000
-43.56167271,137.66492910,4.85379478,4.84130449,-1.00000000,-1.00000000
-43.65818547,136.66960510,4.85997363,4.84982705,-1.00000000,-1.00000000
-43.73519966,135.67258020,4.86156052,4.87018402,-1.00000000,-1.00000000
-43.78781426,134.67394610,4.86420531,4.87805097,-1.00000000,-1.00000000
-43.80651522,133.67416660,4.86075677,4.86921468,-1.00000000,-1.00000000
-43.78550252,132.67438610,4.85825632,4.85750746,-1.00000000,-1.00000000
-43.73694637,131.67556360,4.86139300,4.85665318,-1.00000000,-1.00000000
-43.66683239,130.67800460,4.87338255,4.86406299,-1.00000000,-1.00000000
-43.55167322,129.68482790,4.84562351,4.85907958,-1.00000000,-1.00000000
-43.39573733,128.69657490,4.78226604,4.84111453,-1.00000000,-1.00000000
-43.16020203,127.72504640,4.76322180,4.76471185,-1.00000000,-1.00000000
-42.92561643,126.75299280,4.74298979,4.74415696,-1.00000000,-1.00000000
-42.64852923,125.79219230,4.74739429,4.73249114,-1.00000000,-1.00000000
-42.34160008,124.84014820,4.69670582,4.71781272,-1.00000000,-1.00000000
-41.96386441,123.91448230,4.67160130,4.69686486,-1.00000000,-1.00000000
-41.58614789,122.98858810,4.63262718,4.68089590,-1.00000000,-1.00000000
-41.17122929,122.07864210,4.61576927,4.62517723,-1.00000000,-1.00000000
-40.69254456,121.20090500,4.60609097,4.59527581,-1.00000000,-1.00000000
-40.15583101,120.35762060,4.54404764,4.60745431,-1.00000000,-1.00000000
-39.54979118,119.56199030,4.53419468,4.54570793,-1.00000000,-1.00000000
-38.93689374,118.77193770,4.53139314,4.53231835,-1.00000000,-1.00000000
-38.29415471,118.00585710,4.55307423,4.55025427,-1.00000000,-1.00000000
-37.62630437,117.26155290,4.57625475,4.56287352,-1.00000000,-1.00000000
-36.94013785,116.53415680,4.58131229,4.57220152,-1.00000000,-1.00000000
-36.24365827,115.81655180,4.57975838,4.57147382,-1.00000000,-1.00000000
-35.54614990,115.09998330,4.57736684,4.57032365,-1.00000000,-1.00000000
-34.84737271,114.38464170,4.57359755,4.56752969,-1.00000000,-1.00000000
-34.14724487,113.67062470,4.56756029,4.56283998,-1.00000000,-1.00000000
-33.44534906,112.95834500,4.55941821,4.55663414,-1.00000000,-1.00000000
-32.74121074,112.24828210,4.54964883,4.54945313,-1.00000000,-1.00000000
-32.03430373,111.54097580,4.53916478,4.54229240,-1.00000000,-1.00000000
-31.32432139,110.83675600,4.53005729,4.53710508,-1.00000000,-1.00000000
-30.61114030,110.13577660,4.52463255,4.53546491,-1.00000000,-1.00000000
-29.89545597,109.43735250,4.52308763,4.53597868,-1.00000000,-1.00000000
-29.17857270,108.74015930,4.52291059,4.53610894,-1.00000000,-1.00000000
-28.46152682,108.04313330,4.52162842,4.53446983,-1.00000000,-1.00000000
-27.74446335,107.34612550,4.51895521,4.53188981,-1.00000000,-1.00000000
-27.02718699,106.64933670,4.51590739,4.52907862,-1.00000000,-1.00000000
-26.30976014,105.95270280,4.51322183,4.52650766,-1.00000000,-1.00000000
-25.59234465,105.25605730,4.51089800,4.52413846,-1.00000000,-1.00000000
-24.87499584,104.55934310,4.50862193,4.52182142,-1.00000000,-1.00000000
-24.15766026,103.86261520,4.50619701,4.51941378,-1.00000000,-1.00000000
-23.44027366,103.16593990,4.50361450,4.51690368,-1.00000000,-1.00000000
-22.72280882,102.46934520,4.50094441,4.51431601,-1.00000000,-1.00000000
-22.00526792,101.77282880,4.49823603,4.51166725,-1.00000000,-1.00000000
-21.28770214,101.07633810,4.49558111,4.50899056,-1.00000000,-1.00000000
-20.57020376,100.37977790,4.49307376,4.50637457,-1.00000000,-1.00000000
-19.85286316,99.68305528,4.49078475,4.50392411,-1.00000000,-1.00000000
-19.13570791,98.98614184,4.48869183,4.50168373,-1.00000000,-1.00000000
-18.41871919,98.28905706,4.48677116,4.49963664,-1.00000000,-1.00000000
-17.70186457,97.59183439,4.48495419,4.49775546,-1.00000000,-1.00000000
-16.98503674,96.89458418,4.48304810,4.49593164,-1.00000000,-1.00000000
-16.26806408,96.19748289,4.48087650,4.49396417,-1.00000000,-1.00000000
-15.55088282,95.50059622,4.47857821,4.49172976,-1.00000000,-1.00000000
-14.83381373,94.80359411,4.47680222,4.48953610,-1.00000000,-1.00000000
-14.11739816,94.10592031,4.47609286,4.48801297,-1.00000000,-1.00000000
-13.40195397,93.40725046,4.47651582,4.48761311,-1.00000000,-1.00000000
-12.68732814,92.70774353,4.47765270,4.48825068,-1.00000000,-1.00000000
-11.97317848,92.00775048,4.47920614,4.48953343,-1.00000000,-1.00000000
-11.25929307,91.30748795,4.48095289,4.49107020,-1.00000000,-1.00000000
-10.54561755,90.60701150,4.48273657,4.49262002,-1.00000000,-1.00000000
-9.83212523,89.90634845,4.48438059,4.49414761,-1.00000000,-1.00000000
-9.11867725,89.20564024,4.48610153,4.49601049,-1.00000000,-1.00000000
-8.40513377,88.50502930,4.48843748,4.49866166,-1.00000000,-1.00000000
-7.69144209,87.80456932,4.49184697,4.50236526,-1.00000000,-1.00000000
-6.97765868,87.10420280,4.49603899,4.50668227,-1.00000000,-1.00000000
-6.26377969,86.40393373,4.50023557,4.51098894,-1.00000000,-1.00000000
-5.54968470,85.70388490,4.50377604,4.51478710,-1.00000000,-1.00000000
-4.83511419,85.00432148,4.50631782,4.51792653,-1.00000000,-1.00000000
-4.11972928,84.30559088,4.50768221,4.52017874,-1.00000000,-1.00000000
-3.40329898,83.60793226,4.50794360,4.52130524,-1.00000000,-1.00000000
-2.68608767,82.91107648,4.50778722,4.52150310,-1.00000000,-1.00000000
-1.96866974,82.21443345,4.50778938,4.52139836,-1.00000000,-1.00000000
-1.25147167,81.51756409,4.50814728,4.52151019,-1.00000000,-1.00000000
-0.53444512,80.82051822,4.50844007,4.52183611,-1.00000000,-1.00000000
0.18272439,80.12361945,4.50837165,4.52200259,-1.00000000,-1.00000000
0.90014094,79.42697501,4.50816691,4.52187238,-1.00000000,-1.00000000
1.61742915,78.73019838,4.50863776,4.52188129,-1.00000000,-1.00000000
2.33397966,78.03266319,4.51044111,4.52281642,-1.00000000,-1.00000000
3.04948914,77.33406020,4.51363329,4.52519846,-1.00000000,-1.00000000
3.76416396,76.63460332,4.51783154,4.52894793,-1.00000000,-1.00000000
4.47836727,75.93466501,4.52276503,4.53368253,-1.00000000,-1.00000000
5.19236076,75.23451267,4.52806223,4.53892808,-1.00000000,-1.00000000
5.90634355,74.53434942,4.53328611,4.54426028,-1.00000000,-1.00000000
6.62055390,73.83441831,4.53806477,4.54925784,-1.00000000,-1.00000000
7.33495097,73.13467778,4.54282007,4.55392230,-1.00000000,-1.00000000
8.04905041,72.43463340,4.54840095,4.55879847,-1.00000000,-1.00000000
8.76213820,71.73355883,4.55534111,4.56482010,-1.00000000,-1.00000000
9.47461973,71.03186797,4.56187242,4.57180673,-1.00000000,-1.00000000
10.18843297,70.33153123,4.56515212,4.57771039,-1.00000000,-1.00000000
10.90598971,69.63503204,4.56296210,4.57956554,-1.00000000,-1.00000000
11.62788032,68.94302499,4.55648342,4.57608644,-1.00000000,-1.00000000
12.35238883,68.25375883,4.54829569,4.56890664,-1.00000000,-1.00000000
13.07742561,67.56504873,4.54067270,4.56080800,-1.00000000,-1.00000000
13.80130470,66.87512170,4.53626226,4.55463078,-1.00000000,-1.00000000
14.52234044,66.18222381,4.53778073,4.55301270,-1.00000000,-1.00000000
15.23937210,65.48518373,4.54451002,4.55595435,-1.00000000,-1.00000000
15.95265444,64.78430657,4.55217452,4.55997078,-1.00000000,-1.00000000
16.66299916,64.08045284,4.55662835,4.56134650,-1.00000000,-1.00000000
17.37154681,63.37478976,4.55665279,4.56001704,-1.00000000,-1.00000000
18.07972848,62.66875942,4.55411696,4.55803664,-1.00000000,-1.00000000
18.78890104,61.96372459,4.55106575,4.55666453,-1.00000000,-1.00000000
19.49972189,61.26035144,4.54707886,4.55422079,-1.00000000,-1.00000000
20.21241661,60.55887712,4.53970820,4.54838053,-1.00000000,-1.00000000
20.92749734,59.85983512,4.52693598,4.53811270,-1.00000000,-1.00000000
21.64591376,59.16422183,4.51081121,4.52632067,-1.00000000,-1.00000000
22.36859462,58.47303996,4.49547531,4.51637862,-1.00000000,-1.00000000
23.09540944,57.78620731,4.48459057,4.50904373,-1.00000000,-1.00000000
23.82332314,57.10053816,4.48002264,4.50201002,-1.00000000,-1.00000000
24.54674806,56.41012561,4.48062072,4.49753573,-1.00000000,-1.00000000
25.26654757,55.71600131,4.48121273,4.49809634,-1.00000000,-1.00000000
25.99054068,55.02599403,4.47085793,4.49773862,-1.00000000,-1.00000000
